"","fb_gene_id","log2FoldChange","pvalue","padj","wt_2to4h","wt_14to17h"
"218","FBgn0000826",3.07323045025875,1.64206029591978e-08,2.76693166927525e-08,7.88401511000379,0.900995780661907
"219","FBgn0000927",3.6424399313145,2.46251463785292e-19,5.32519256609145e-19,4.74510211760791,0.364091707211004
"220","FBgn0000928",-0.435843175405939,0.155711232400662,0.19011549272758,0.771673800034893,0.983309943392665
"221","FBgn0000964",-5.9274476166371,1.02795461117349e-42,3.19229314766123e-42,0.0971988633939841,6.62560061995705
"222","FBgn0000996",1.88532566736997,4.49258404659695e-67,1.88122016426269e-66,220.802283936721,56.2264453953439
"223","FBgn0001075",1.43623436210489,2.99056697064098e-61,1.18158012655735e-60,20.2776754487013,7.06369759741425
"224","FBgn0001077",6.87445988326122,1.63240348265191e-73,7.34838881739806e-73,163.575023566479,1.3292186506575
"225","FBgn0001078",-3.13213707200289,0,0,8.75090675333982,72.2223165605603
"226","FBgn0001079",2.09336569040739,1.89604954166475e-85,9.82711121794227e-85,81.9873970729396,18.0967488250343
"227","FBgn0001083",-2.98911391354504,3.6894620085585e-94,2.10222777415031e-93,1.08632514426317,8.21442566397166
"228","FBgn0001084",2.614035974813,1.12184016208659e-45,3.63237090123229e-45,25.1174508160009,3.86497429055659
"229","FBgn0001085",0.780374363212771,5.52252958421972e-25,1.31536613733233e-24,3.74066463636787,2.05020948189865
"230","FBgn0001086",3.78829079515129,4.85831237822341e-176,5.92415392388148e-175,656.151285203478,44.7257288433919
"231","FBgn0001087",0.0504532493751858,0.478260579206817,0.538528728845844,13.34029765719,12.1412302099365
"232","FBgn0001089",-3.05911466601349,1.86046297876954e-57,7.02049441697945e-57,1.29303910017978,9.89463300549675
"233","FBgn0001090",2.54834682243483,2.13090352241183e-95,1.22739699058163e-94,1518.77214997255,243.200520703694
"234","FBgn0001091",-3.77469763948546,6.52385418606192e-230,1.25375658038732e-228,42.1585728631739,544.710870967651
"235","FBgn0001092",-5.21471553994727,1.6619047903043e-228,3.15983202406859e-227,32.1141670718063,1123.55924230242
"236","FBgn0001098",-1.77942064463545,2.16050739825896e-105,1.36745944768349e-104,64.8521222063364,208.999055375556
"237","FBgn0001099",4.11344432134991,4.54169395489475e-136,3.81027308942081e-135,102.910625230734,5.61481626106948
"238","FBgn0001104",2.38810306719298,4.04145118813248e-246,8.94695837447188e-245,169.45039031667,30.4203889623621
"239","FBgn0001105",0.100004758633656,0.0342685956480284,0.0446054035786872,300.076461733203,263.492921574581
"240","FBgn0001108",0.537658866612212,9.95986970177902e-15,1.95031513263443e-14,33.4472417425321,21.6654139681753
