fb_gene_id,fb_symbol, early_FPKM , late_FPKM , epidermis_FPKM , glia_FPKM , gut_FPKM , muscle_FPKM , neuron_FPKM , trachea_FPKM ,polii.embryo14,polii.embryo17,polii.larvae,polii.epidermis,polii.glia,polii.gut,polii.muscle,polii.neuron,polii.trachea,min_tissue_tss_ratio,max_tissue_tss_ratio,tbp.embryo14,tbp.embryo17,tfiib.embryo14,tfiib.embryo17,tfiif.embryo14,tfiif.embryo17,below_bg_tissues,above_bg_tissues,polii_group_tissues,whole_embryo_pol_status,intact_diff_expression
FBgn0034480,CG16898, 0.1 , 8.7 , 3.5 , 6.4 , 16.6 , 4.8 , 6.8 , 6.4 ,2.86,4.64,4.21,-4.69,-0.36,0.58,0.54,-1.14,-0.77,-4.69,0.58,3.51,1.66,1.88,4.11,2.29,3.03,4,0,No Pol II,Above 2-fold,Yes
FBgn0052105,CG32105, 0.4 , 5.9 , 8.3 , 6.4 , 6.0 , 7.4 , 9.5 , 6.1 ,0.91,3.18,2.38,1.75,1.42,0.09,0.17,2.36,0.22,0.09,2.36,2.35,1.86,0.37,1.14,0.71,0.77,0,3,Unclassified, Low,Yes
FBgn0030984,tgy, 0.1 , 5.8 , 4.0 , 5.4 , 5.9 , 3.2 , 6.8 , 12.2 ,1.19,2.61,2.15,-2.18,-2.24,-0.18,-1.22,-1.17,-1.79,-2.24,-0.18,2.38,1.50,0.43,1.64,1.09,1.53,6,0,No Pol II,Above 2-fold,Yes
FBgn0039833,CG15564, 0.1 , 5.2 , 12.3 , 14.9 , 16.0 , 7.3 , 11.7 , 20.6 ,0.73,-0.45,-0.59,1.13,-1.49,0.78,-0.76,-1.20,-0.04,-1.49,1.13,-2.34,-0.94,-1.03,-0.62,-1.07,-0.79,4,1,Recruitment regulated, Low,Yes
FBgn0039789,CG9717, 0.2 , 20.3 , 5.7 , 5.3 , 11.8 , 4.2 , 6.7 , 8.5 ,2.74,3.29,4.03,2.99,-0.29,2.17,2.06,-0.59,0.51,-0.59,2.99,3.21,1.09,1.72,2.49,2.33,2.35,2,3,Recruitment regulated,Above 2-fold,Yes
FBgn0029762,NAAT1, 0.2 , 14.6 , 3.9 , 8.0 , 10.9 , 4.4 , 6.7 , 9.2 ,1.13,2.35,2.31,-0.99,-0.85,0.70,0.62,-0.45,0.31,-0.99,0.70,1.33,0.42,0.52,1.83,1.13,1.54,3,0,No Pol II,Above 2-fold,Yes
FBgn0051901,Mur29B, 0.4 , 18.0 , 3.7 , 5.6 , 11.3 , 4.1 , 6.7 , 16.7 ,1.54,2.65,2.33,-0.80,-0.13,0.37,-0.59,-0.22,0.30,-0.80,0.37,1.58,0.37,0.83,2.00,1.84,1.56,4,0,No Pol II,Above 2-fold,Yes
FBgn0031562,CG3604, 0.7 , 45.8 , 8.4 , 6.3 , 10.2 , 7.1 , 3.5 , 18.9 ,0.47,1.60,0.07,-2.99,-0.31,-0.61,0.92,-0.72,-0.33,-2.99,0.92,2.49,0.51,1.62,1.87,3.17,2.82,5,0,No Pol II, Low,Yes
FBgn0040992,CG10570, 0.6 , 34.6 , 15.1 , 10.6 , 11.2 , 20.8 , 6.5 , 7.5 ,1.62,-1.50,-1.00,1.78,-0.68,1.54,-1.56,-1.19,0.00,-1.56,1.78,1.57,-0.22,0.47,0.12,1.02,0.24,3,2,Recruitment regulated,Above 2-fold,Yes
FBgn0039500,CG5984, 0.3 , 6.7 , 5.5 , 5.5 , 3.7 , 23.4 , 6.4 , 3.9 ,2.24,1.27,1.99,-1.27,-0.39,-0.20,2.97,-0.38,0.12,-1.27,2.97,3.72,1.91,0.72,-0.14,0.81,0.15,4,1,Recruitment regulated,Above 2-fold,Yes
FBgn0029834,CG5937, 0.8 , 5.4 , 7.0 , 7.5 , 5.6 , 7.1 , 8.7 , 6.3 ,0.60,2.24,1.74,2.17,1.57,-0.16,0.99,2.37,0.36,-0.16,2.37,2.11,0.12,1.23,1.69,1.66,1.19,1,3,Recruitment regulated, Low,Yes
FBgn0040553,CG14374, 0.7 , 38.3 , 17.7 , 3.9 , 11.6 , 7.1 , 7.4 , 6.4 ,-1.39,0.50,-0.88,-4.82,-2.66,-2.95,-1.40,-2.17,-1.34,-4.82,-1.34,-0.32,-0.15,0.46,1.93,0.77,1.06,6,0,No Pol II,  Below background,Yes
FBgn0038079,NijC, 0.3 , 20.2 , 9.2 , 7.9 , 5.8 , 7.1 , 7.9 , 5.8 ,3.21,2.56,3.04,1.83,0.44,0.98,1.63,0.05,0.51,0.05,1.83,3.19,1.75,1.27,1.14,1.44,0.72,0,2,Unclassified,Above 2-fold,No
FBgn0052237,CG32237, 0.4 , 35.7 , 10.3 , 4.0 , 8.9 , 7.1 , 4.5 , 9.5 ,-0.06,1.68,-1.00,-3.23,-1.80,-0.41,-0.48,-0.57,-0.01,-3.23,-0.01,1.50,-0.49,1.77,2.49,2.43,1.89,6,0,No Pol II,  Below background,Yes
FBgn0037176,CG14456, 0.2 , 26.1 , 8.9 , 5.7 , 7.5 , 7.0 , 3.1 , 6.9 ,-1.21,-3.19,-3.53,-1.87,-0.71,-0.46,-0.71,-1.11,-1.22,-1.87,-0.46,-1.98,-0.60,-1.06,-0.35,-0.48,-0.39,6,0,No Pol II,  Below background,Yes
FBgn0002569,Mal-A2, 0.3 , 32.0 , 8.9 , 9.0 , 15.0 , 7.0 , 6.5 , 19.6 ,0.88,0.94,-0.03,-2.07,-1.22,-1.43,-0.13,-1.06,-0.81,-2.07,-0.13,1.95,0.85,1.00,2.12,1.09,1.58,6,0,No Pol II, Low,Yes
FBgn0037163,laza, 0.4 , 13.9 , 6.5 , 6.5 , 11.8 , 7.8 , 6.4 , 24.3 ,2.70,4.23,3.95,-0.10,-1.24,1.35,0.96,-1.26,0.53,-1.26,1.35,3.07,1.77,0.81,1.45,0.56,1.21,3,1,Recruitment regulated,Above 2-fold,Yes
FBgn0038394,CG10264, 0.2 , 14.8 , 10.6 , 13.0 , 5.3 , 6.9 , 7.8 , 9.8 ,0.21,-1.40,-1.32,1.43,-1.73,0.08,-1.44,-0.65,-0.49,-1.73,1.43,-0.22,0.08,0.28,0.14,0.30,0.12,4,1,Recruitment regulated, Low,Yes
FBgn0036323,CG14118, 0.1 , 5.5 , 5.3 , 4.0 , 5.2 , 9.0 , 6.4 , 5.3 ,4.03,3.96,4.00,2.27,0.66,2.85,3.56,0.73,0.67,0.66,3.56,5.04,2.86,2.77,2.50,2.94,2.21,0,3,Unclassified,Above 2-fold,Yes
FBgn0042630,Sox21b, 0.4 , 5.4 , 8.7 , 7.5 , 11.1 , 6.9 , 8.4 , 6.5 ,0.96,0.99,1.24,0.58,-1.30,0.74,0.75,-0.10,-0.43,-1.30,0.75,2.24,0.47,0.12,0.31,0.40,-0.26,3,0,No Pol II, Low,Yes
FBgn0035260,CG7991, 0.1 , 9.1 , 9.7 , 10.0 , 9.1 , 8.9 , 6.4 , 10.3 ,1.62,4.57,4.10,2.05,3.16,2.16,0.39,4.53,1.74,0.39,4.53,3.12,0.65,1.17,0.86,1.43,1.29,0,5,Unclassified,Above 2-fold,Yes
FBgn0037724,Fst, 0.9 , 116.8 , 19.1 , 22.1 , 31.0 , 20.9 , 6.4 , 37.9 ,2.74,5.07,4.43,-1.02,-0.85,-0.48,1.09,-1.22,-1.97,-1.97,1.09,4.62,2.60,4.14,6.11,5.24,6.11,5,1,Recruitment regulated,Above 2-fold,Yes
FBgn0032914,CG14397, 0.3 , 27.7 , 12.5 , 10.7 , 7.4 , 10.0 , 6.3 , 37.4 ,2.14,1.77,0.95,3.65,-0.40,2.71,0.89,-0.03,3.03,-0.40,3.65,2.50,-0.40,1.93,0.72,2.43,0.79,2,3,Recruitment regulated,Above 2-fold,Yes
FBgn0030300,Sk1, 0.1 , 9.9 , 12.1 , 11.9 , 16.8 , 6.8 , 17.0 , 27.2 ,3.63,4.24,3.96,3.00,0.12,2.49,2.26,0.21,1.70,0.12,3.00,2.61,0.43,2.18,3.04,2.44,2.14,0,4,Unclassified,Above 2-fold,No
FBgn0029662,CG12206, 0.2 , 8.0 , 11.7 , 11.5 , 10.0 , 6.8 , 9.8 , 15.3 ,2.13,2.44,2.85,2.86,-0.12,2.84,0.13,-0.38,2.11,-0.38,2.86,2.34,-0.42,1.79,0.91,2.12,0.90,2,3,Recruitment regulated,Above 2-fold,No
FBgn0039481,Cpr97Eb, 0.1 , 19.2 , 17.9 , 11.1 , 7.5 , 6.8 , 15.5 , 8.0 ,-0.33,-2.74,-1.43,-0.24,-1.60,0.22,-0.38,-0.05,-0.72,-1.60,0.22,0.43,-0.29,-0.01,-0.08,0.45,0.59,5,0,No Pol II,  Below background,Yes
FBgn0261508,CG42656, 0.9 , 79.8 , 7.0 , 8.4 , 31.8 , 6.7 , 8.2 , 8.1 ,1.20,1.92,1.70,-0.18,0.48,0.69,1.18,-0.44,-1.27,-1.27,1.18,-0.26,0.31,0.87,0.01,0.67,-0.16,3,1,Recruitment regulated,Above 2-fold,No
FBgn0033397,Cyp4p3, 0.1 , 6.4 , 5.2 , 4.9 , 5.2 , 6.7 , 5.0 , 5.3 ,1.67,2.79,2.80,0.37,-0.17,0.37,0.79,0.40,-1.51,-1.51,0.79,2.52,0.34,1.23,2.21,1.59,1.84,2,0,No Pol II,Above 2-fold,No
FBgn0030926,psh, 0.1 , 5.9 , 11.3 , 5.4 , 8.3 , 10.9 , 6.3 , 6.7 ,2.86,3.28,3.33,1.18,-0.31,1.45,3.13,-0.06,1.04,-0.31,3.13,2.64,0.77,0.99,0.58,1.42,0.80,2,4,Recruitment regulated,Above 2-fold,Yes
FBgn0053160,CG33160, 0.7 , 27.9 , 9.2 , 10.1 , 43.1 , 6.7 , 4.0 , 10.2 ,1.04,0.46,-1.69,-1.18,-0.11,0.53,-1.60,-0.42,-1.95,-1.95,0.53,0.97,-0.18,1.01,1.31,2.63,1.45,5,0,No Pol II,Above 2-fold,No
FBgn0034972,CG10339, 0.2 , 7.3 , 8.0 , 5.8 , 5.1 , 6.6 , 5.3 , 5.6 ,-0.49,-2.09,-1.34,-0.98,-1.87,-0.95,-1.09,-1.41,-1.55,-1.87,-0.95,-1.14,-0.94,0.11,-0.60,0.28,-0.18,6,0,No Pol II,  Below background,Yes
FBgn0039807,CG15546, 0.1 , 32.9 , 20.1 , 17.3 , 8.6 , 12.0 , 6.3 , 9.2 ,1.62,1.19,1.61,0.81,-0.57,0.21,0.05,0.30,-0.62,-0.62,0.81,1.58,-0.27,0.99,0.21,1.98,0.10,2,0,No Pol II,Above 2-fold,Yes
FBgn0023534,CG17778, 0.2 , 6.0 , 5.2 , 5.8 , 4.6 , 7.1 , 6.1 , 5.1 ,2.57,4.92,4.40,3.08,3.00,0.26,1.94,3.62,1.12,0.26,3.62,4.12,3.43,2.02,3.77,2.91,3.05,0,5,Unclassified,Above 2-fold,Yes
FBgn0029898,CG14439, 0.2 , 43.1 , 15.8 , 8.6 , 18.8 , 9.8 , 6.1 , 14.1 ,1.49,1.47,2.04,0.61,-0.04,1.45,1.00,-1.19,-1.79,-1.79,1.45,3.44,0.12,2.80,1.69,3.66,1.74,3,2,Recruitment regulated,Above 2-fold,Yes
FBgn0040252,Ugt86Dh, 0.1 , 28.0 , 4.5 , 5.3 , 12.9 , 4.8 , 6.1 , 18.8 ,2.96,4.15,3.40,-1.95,-1.63,0.60,0.21,-0.99,-1.20,-1.95,0.60,3.31,1.84,0.90,1.91,1.51,1.35,4,0,No Pol II,Above 2-fold,Yes
FBgn0032840,sNPF, 0.0 , 5.1 , 6.7 , 5.6 , 4.1 , 7.6 , 6.1 , 5.4 ,1.33,3.77,3.31,3.38,2.28,0.35,0.73,2.58,0.73,0.35,3.38,3.76,1.68,2.49,3.92,2.98,2.50,0,3,Unclassified,Above 2-fold,Yes
FBgn0036274,CG4328, 0.0 , 5.2 , 8.7 , 5.0 , 5.9 , 6.5 , 9.1 , 6.5 ,-0.72,1.01,0.19,0.75,0.47,-0.13,-1.26,1.11,0.55,-1.26,1.11,1.22,0.68,-0.39,-0.12,-1.60,-0.36,2,1,Recruitment regulated,  Below background,Yes
FBgn0037128,CG14572, 0.3 , 30.9 , 8.3 , 2.8 , 7.2 , 6.4 , 1.9 , 30.6 ,0.31,1.07,0.34,-4.74,-2.00,-1.79,-2.62,-1.28,-0.42,-4.74,-0.42,2.36,0.27,2.32,2.86,3.24,1.63,6,0,No Pol II, Low,Yes
FBgn0036839,CG18136, 0.1 , 6.8 , 5.0 , 4.3 , 2.9 , 7.7 , 5.9 , 3.2 ,1.95,0.90,1.14,0.95,-0.34,-0.45,1.84,-0.33,0.10,-0.45,1.84,3.08,0.97,1.01,0.38,1.54,-0.01,3,1,Recruitment regulated,Above 2-fold,Yes
FBgn0034725,CG6044, 0.3 , 6.6 , 7.1 , 6.9 , 4.0 , 6.3 , 9.3 , 5.8 ,0.68,3.27,2.64,1.97,2.55,0.35,0.70,2.87,-0.57,-0.57,2.87,1.04,0.42,0.12,1.07,1.13,0.12,1,3,Recruitment regulated, Low,No
FBgn0011556,zetaTry, 0.2 , 94.9 , 8.5 , 7.9 , 12.7 , 8.8 , 5.8 , 12.1 ,1.49,3.07,2.31,-1.91,-1.04,-1.10,0.64,-1.69,-1.13,-1.91,0.64,1.48,0.37,1.40,2.52,2.31,1.88,5,0,No Pol II,Above 2-fold,Yes
FBgn0032402,CG14945, 0.2 , 11.6 , 5.8 , 7.1 , 5.7 , 6.3 , 5.5 , 4.8 ,1.19,1.86,1.26,0.30,0.94,0.55,0.93,0.12,0.09,0.09,0.94,1.43,0.72,1.01,1.47,0.90,0.70,0,0,No Pol II,Above 2-fold,No
FBgn0036367,CG10116, 0.1 , 32.4 , 8.4 , 8.6 , 11.0 , 6.3 , 7.8 , 13.2 ,1.59,2.66,1.70,-1.65,-0.17,0.32,0.44,0.02,-0.33,-1.65,0.44,1.68,0.23,0.88,2.24,1.46,1.53,3,0,No Pol II,Above 2-fold,No
FBgn0052284,CG32284, 0.6 , 11.6 , 3.5 , 12.6 , 7.2 , 6.3 , 4.0 , 6.2 ,-0.08,0.00,0.08,-2.06,-0.85,0.09,0.01,0.31,-0.50,-2.06,0.31,-0.40,-0.07,-0.09,0.37,0.26,0.62,3,0,No Pol II,  Below background,Yes
FBgn0029827,CG6048, 0.1 , 16.0 , 3.4 , 3.3 , 6.3 , 4.8 , 5.8 , 10.2 ,1.10,2.56,1.83,-0.14,-1.38,-1.09,-0.90,-0.72,-2.09,-2.09,-0.14,1.26,-0.16,0.80,2.25,1.14,1.52,6,0,No Pol II,Above 2-fold,Yes
FBgn0266346,CngB, 1.0 , 6.5 , 5.9 , 5.6 , 6.0 , 6.2 , 7.7 , 8.3 ,0.48,2.06,1.51,1.79,1.12,0.89,-0.04,1.27,0.87,-0.04,1.79,-0.07,-0.17,0.06,0.38,0.71,0.25,1,3,Recruitment regulated, Low,No
FBgn0033767,CG13148, 0.5 , 6.4 , 6.5 , 5.2 , 5.5 , 6.2 , 5.3 , 4.3 ,-0.19,1.28,0.28,1.24,0.62,-0.31,-0.28,1.21,-0.05,-0.31,1.24,1.99,2.13,1.62,-0.24,2.02,0.23,3,2,Recruitment regulated,  Below background,No
FBgn0266313,CR44978, 0.2 , 10.4 , 6.9 , 4.4 , 5.7 , 6.2 , 9.0 , 6.8 ,2.07,4.47,3.89,3.94,3.58,1.47,1.79,4.25,0.74,0.74,4.25,3.34,1.25,0.54,1.34,0.52,0.64,0,5,Unclassified,Above 2-fold,No
FBgn0033788,CG13323, 0.6 , 112.7 , 15.6 , 14.1 , 12.4 , 17.8 , 5.8 , 16.0 ,1.12,3.06,2.15,-1.74,-1.74,-1.00,-0.98,-1.88,-0.84,-1.88,-0.84,2.68,1.10,1.80,3.94,2.38,3.55,6,0,No Pol II,Above 2-fold,Yes
FBgn0037683,CG18473, 1.0 , 29.2 , 10.0 , 13.6 , 12.5 , 9.9 , 5.7 , 9.8 ,2.00,2.74,1.86,2.88,1.23,1.29,0.90,0.00,0.32,0.00,2.88,0.63,-0.28,0.72,1.11,1.14,0.75,0,3,Unclassified,Above 2-fold,Yes
FBgn0027578,CG14526, 0.2 , 6.7 , 6.8 , 4.0 , 4.5 , 6.1 , 2.0 , 3.7 ,-0.07,-0.01,0.17,-3.23,-0.70,-0.91,0.72,-1.95,-1.84,-3.23,0.72,-0.02,-0.45,-0.39,-0.07,-0.76,-0.32,5,0,No Pol II,  Below background,No
FBgn0262613,CG43139, -   , 9.8 , 3.3 , 30.6 , 25.2 , 6.1 , 19.7 , 9.6 ,-0.40,-1.77,-1.34,-1.16,0.01,-0.08,0.29,-0.32,0.10,-1.16,0.29,-1.89,0.23,-0.14,-0.25,0.77,0.01,3,0,No Pol II,  Below background,Yes
FBgn0036208,CG10361, 0.3 , 16.7 , 8.7 , 6.4 , 5.4 , 9.7 , 5.5 , 6.1 ,2.51,2.10,2.52,-0.15,0.67,-0.22,2.86,-0.39,-0.43,-0.43,2.86,2.29,0.54,1.31,1.60,1.66,1.48,4,1,Recruitment regulated,Above 2-fold,Yes
FBgn0266046,CR44811, 0.5 , 6.4 , 10.8 , 10.0 , 10.0 , 6.1 , 8.6 , 16.3 ,4.23,4.28,4.34,4.00,1.13,3.37,2.67,0.60,3.08,0.60,4.00,4.43,1.88,1.31,1.29,1.74,1.18,0,5,Unclassified,Above 2-fold,No
FBgn0029843,Nep1, 0.9 , 6.5 , 5.9 , 5.7 , 6.9 , 6.1 , 4.7 , 6.4 ,0.61,2.23,2.41,-0.08,0.92,0.51,1.29,1.12,0.67,-0.08,1.29,2.14,0.24,1.80,2.40,1.99,1.55,1,2,Recruitment regulated, Low,No
FBgn0031548,CG8852, 0.6 , 7.9 , 5.3 , 5.7 , 3.4 , 8.2 , 5.5 , 4.5 ,2.63,2.33,2.95,-1.94,-1.29,-1.34,0.90,-1.86,-2.16,-2.16,0.90,2.08,0.19,1.04,1.09,1.08,0.37,5,0,No Pol II,Above 2-fold,Yes
FBgn0262022,CG42833, 0.6 , 44.2 , 6.2 , 6.8 , 6.4 , 6.1 , 4.0 , 6.6 ,0.44,0.52,0.58,-0.32,0.15,-0.43,-0.68,-0.73,0.32,-0.73,0.32,0.36,-0.92,0.74,0.02,0.01,0.12,4,0,No Pol II, Low,No
FBgn0030746,CG9981, 0.1 , 9.0 , 6.6 , 6.1 , 13.3 , 6.1 , 7.7 , 26.8 ,0.52,2.27,1.65,-3.03,-0.26,-1.55,-1.53,-0.71,-0.07,-3.03,-0.07,3.00,1.88,0.70,1.79,0.98,1.34,6,0,No Pol II, Low,Yes
FBgn0050026,CG30026, 0.1 , 5.8 , 4.5 , 3.2 , 6.6 , 6.0 , 2.1 , 11.4 ,0.21,0.98,-0.59,-2.37,-1.10,-2.17,-0.05,-0.66,-0.83,-2.37,-0.05,-0.15,-0.52,-0.14,0.56,0.73,0.32,6,0,No Pol II, Low,Yes
FBgn0039778,Jon99Fi, 0.1 , 202.8 , 13.5 , 7.0 , 13.8 , 6.0 , 0.3 , 2.7 ,0.07,2.66,3.00,-2.81,-0.41,-0.94,-1.09,-1.86,-0.89,-2.81,-0.41,-0.89,0.05,0.25,3.10,0.61,2.97,6,0,No Pol II, Low,Yes
FBgn0032144,CG17633, 0.1 , 60.5 , 11.1 , 9.2 , 13.6 , 10.2 , 5.4 , 17.6 ,1.26,3.06,2.55,-1.63,-1.52,-1.14,-0.83,-1.95,-1.03,-1.95,-0.83,2.19,0.76,1.79,3.83,2.07,2.64,6,0,No Pol II,Above 2-fold,Yes
FBgn0032025,CG7778, 0.1 , 22.0 , 6.4 , 6.4 , 19.9 , 5.9 , 4.4 , 6.7 ,0.61,1.01,2.07,-0.52,-0.80,0.50,0.90,-0.65,-0.24,-0.80,0.90,4.45,2.16,3.72,3.92,3.46,3.35,4,0,No Pol II, Low,Yes
FBgn0039596,CG10000, 0.1 , 7.7 , 7.8 , 7.4 , 18.5 , 5.9 , 14.8 , 44.5 ,0.63,0.81,-0.11,-12.76,-0.37,-0.37,0.27,-0.61,-0.06,-12.76,0.27,0.53,0.21,0.63,1.15,1.52,0.30,5,0,No Pol II, Low,Yes
FBgn0010425,epsilonTry, 0.4 , 205.1 , 10.1 , 9.8 , 8.3 , 5.9 , 0.7 , 3.3 ,-1.10,2.37,2.12,-3.03,-0.94,-0.76,-0.78,-1.26,-3.02,-3.03,-0.76,0.12,0.37,0.07,1.89,1.29,3.52,6,0,No Pol II,  Below background,Yes
FBgn0041713,yellow-c, 0.2 , 12.2 , 9.5 , 6.7 , 5.2 , 5.9 , 5.9 , 6.4 ,3.93,4.45,4.66,5.13,1.09,4.46,2.94,1.61,3.81,1.09,5.13,5.29,1.85,4.09,4.14,5.19,3.98,0,6,Elongation regulated,Above 2-fold,No
FBgn0039681,CG7582, 0.1 , 13.3 , 6.6 , 7.2 , 6.2 , 5.8 , 9.6 , 10.6 ,2.70,3.38,2.88,1.98,1.32,1.05,3.18,1.32,1.37,1.05,3.18,6.08,4.41,1.25,1.34,1.34,1.21,0,6,Elongation regulated,Above 2-fold,No
FBgn0261997,CG42815, 0.7 , 155.4 , 12.0 , 8.2 , 16.1 , 5.8 , 1.2 , 2.6 ,-0.36,2.09,2.30,-4.77,-0.43,-2.41,-12.76,-0.64,-0.70,-12.76,-0.43,0.05,0.54,0.24,3.05,1.44,4.20,6,0,No Pol II,  Below background,Yes
FBgn0034661,CG4386, 0.1 , 6.8 , 8.1 , 7.3 , 2.8 , 5.8 , 2.8 , 9.3 ,-0.35,-2.90,-1.00,-3.28,-1.05,-1.96,-2.37,-0.59,1.80,-3.28,1.80,-2.07,0.02,-0.26,-0.40,-0.17,-0.30,5,1,Recruitment regulated,  Below background,Yes
FBgn0025697,santa-maria, 0.6 , 7.2 , 5.3 , 10.7 , 3.7 , 5.8 , 5.6 , 3.9 ,-0.78,1.90,1.72,-2.19,-0.03,-1.79,-0.02,-0.38,-1.06,-2.19,-0.02,-0.26,-0.27,-1.39,0.69,-0.11,0.47,6,0,No Pol II,  Below background,No
FBgn0050360,Mal-A6, 0.1 , 5.1 , 1.7 , 2.7 , 4.0 , 5.8 , 0.9 , 3.3 ,0.53,1.55,-0.61,-2.60,-1.53,-0.96,0.77,-1.12,-0.81,-2.60,0.77,1.39,0.31,1.32,3.26,1.90,2.75,5,0,No Pol II, Low,Yes
FBgn0031579,CG15422, 0.3 , 65.4 , 12.7 , 8.0 , 16.0 , 9.2 , 5.3 , 10.1 ,2.79,4.07,3.25,0.15,-1.05,1.06,0.29,-0.58,0.24,-1.05,1.06,1.87,0.55,0.75,2.49,1.63,2.30,2,1,Recruitment regulated,Above 2-fold,Yes
FBgn0015576,alpha-Est8, 0.0 , 7.0 , 4.9 , 10.3 , 12.9 , 6.9 , 5.2 , 6.1 ,3.06,5.21,4.58,2.60,1.18,0.68,3.86,0.03,1.12,0.03,3.86,2.90,1.17,1.54,3.35,2.38,2.82,0,4,Unclassified,Above 2-fold,Yes
FBgn0030544,CG13403, 0.3 , 18.0 , 5.9 , 6.0 , 5.5 , 5.7 , 2.7 , 4.4 ,-0.73,-3.57,-2.01,-4.13,-1.49,-0.23,-0.69,-1.15,0.06,-4.13,0.06,-1.14,-0.73,-1.40,-0.50,0.06,-0.39,5,0,No Pol II,  Below background,Yes
FBgn0263109,CG43366, 0.1 , 5.8 , 5.4 , 6.1 , 3.6 , 5.2 , 5.1 , 6.1 ,2.51,1.29,1.31,2.58,0.34,2.92,0.87,0.39,1.92,0.34,2.92,2.92,0.36,0.48,-0.11,1.05,-0.02,0,3,Unclassified,Above 2-fold,Yes
FBgn0033659,Damm, 0.4 , 7.6 , 5.0 , 8.1 , 5.9 , 5.6 , 12.9 , 15.8 ,-0.04,-1.29,-0.70,-0.78,-0.28,-0.39,-3.29,-0.02,0.65,-3.29,0.65,0.13,-0.05,0.81,0.75,0.34,-0.08,5,0,No Pol II,  Below background,Yes
FBgn0043471,kappaTry, 0.1 , 53.6 , 7.6 , 7.8 , 15.2 , 8.4 , 5.0 , 12.7 ,1.58,3.37,2.63,-1.74,-0.75,-1.27,-0.51,-1.17,-0.86,-1.74,-0.51,1.80,0.48,0.76,2.81,1.27,2.32,6,0,No Pol II,Above 2-fold,Yes
FBgn0261675,Npc1b, 0.0 , 14.3 , 5.2 , 8.2 , 11.1 , 5.5 , 7.1 , 15.6 ,0.91,2.84,2.27,-0.48,-0.77,0.44,-0.43,-0.71,-1.66,-1.66,0.44,1.15,0.33,0.99,2.96,1.71,2.31,5,0,No Pol II, Low,Yes
FBgn0035743,CG15829, 0.6 , 37.6 , 7.4 , 7.0 , 10.8 , 5.5 , 6.9 , 12.8 ,0.54,0.94,0.05,-1.62,-0.75,0.04,-0.10,-1.29,-0.38,-1.62,0.04,1.37,0.50,1.14,2.28,1.73,2.19,5,0,No Pol II, Low,Yes
FBgn0000442,Pkg21D, 0.1 , 19.5 , 5.0 , 7.0 , 16.9 , 5.5 , 5.0 , 7.7 ,2.33,3.33,2.74,-3.02,-1.40,-0.26,0.38,-1.33,-1.30,-3.02,0.38,3.16,1.56,0.01,0.86,0.56,0.82,5,0,No Pol II,Above 2-fold,Yes
FBgn0036282,Smyd4, 0.4 , 7.9 , 6.2 , 5.8 , 4.8 , 9.0 , 4.8 , 4.1 ,1.27,1.03,1.22,0.19,0.49,0.72,0.98,-0.21,0.11,-0.21,0.98,0.34,-0.25,-0.08,0.26,1.27,-0.19,1,0,No Pol II,Above 2-fold,Yes
FBgn0043783,CG32444, 0.7 , 19.1 , 2.4 , 2.1 , 5.6 , 5.4 , 1.9 , 6.8 ,0.73,3.06,2.37,-4.17,-1.60,-1.06,-0.27,-2.02,-2.02,-4.17,-0.27,0.77,0.05,1.36,2.93,1.49,2.10,6,0,No Pol II, Low,Yes
FBgn0261847,CG42779, 0.6 , 63.3 , 5.1 , 3.0 , 2.8 , 5.3 , 2.4 , 1.1 ,-0.18,1.03,1.63,-0.21,-0.78,-0.30,1.29,-1.43,-1.21,-1.43,1.29,-0.47,0.14,0.56,2.23,-0.01,2.90,5,1,Recruitment regulated,  Below background,No
FBgn0031289,CG13950, 0.1 , 6.4 , 6.0 , 9.9 , 11.3 , 5.3 , 8.8 , 18.1 ,-0.26,-1.79,-0.72,-4.88,-1.17,0.22,0.89,-1.71,-0.47,-4.88,0.89,-3.04,-0.55,-1.02,-0.82,-2.04,-1.03,4,0,No Pol II,  Below background,Yes
FBgn0037166,CG11426, 0.1 , 8.0 , 6.2 , 20.7 , 5.1 , 6.1 , 4.7 , 5.3 ,3.74,4.17,4.17,3.75,2.50,3.58,2.63,1.69,3.06,1.69,3.75,2.88,-0.04,2.03,1.36,2.58,1.12,0,6,Elongation regulated,Above 2-fold,Yes
FBgn0036529,pgant8, 0.1 , 6.0 , 6.3 , 5.9 , 7.3 , 5.3 , 5.3 , 8.6 ,1.26,0.38,1.24,1.23,-0.39,0.44,-1.33,-0.78,-0.49,-1.33,1.23,2.07,0.62,0.05,-0.45,0.20,-0.20,4,1,Recruitment regulated,Above 2-fold,No
FBgn0039453,CG6403, 0.5 , 65.0 , 8.2 , 5.2 , 10.8 , 5.2 , 3.1 , 7.2 ,-0.14,1.07,1.96,-4.02,0.32,-1.23,0.30,-0.85,-2.52,-4.02,0.32,0.82,-0.27,0.72,2.43,1.93,2.30,4,0,No Pol II,  Below background,Yes
FBgn0053966,CG33966, 0.0 , 12.0 , 3.6 , 3.5 , 5.9 , 3.5 , 4.6 , 10.0 ,1.22,3.21,2.76,0.02,-1.67,0.11,0.61,-1.29,0.02,-1.67,0.61,1.83,0.46,1.52,4.06,2.72,4.00,2,0,No Pol II,Above 2-fold,Yes
